 FORECAST DATE (16070300)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
 FORECAST DATE (16070700)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    20.923   124.004   968.742    37.097  -999.000
  6    21.149   123.053   963.468    41.421    16.977
 12    21.719   122.549   962.148    40.954    13.674
 18    22.515   121.590   968.059    37.208    22.101
 24    23.026   120.453   987.279    24.469    21.607
 30    23.035   119.837   986.022    23.270    10.495
 36    23.129   119.417   985.867    21.407     7.377
 42    23.495   118.782   984.187    20.629    12.748
 48    23.827   118.300   983.901    23.172    10.217
 54    23.985   117.857   982.582    20.829     8.056
 60    24.256   117.512   986.300    18.474     7.686
 66    24.601   117.546   987.114    17.595     6.389
 72    25.412   117.425   990.007    17.374    15.156
 78    26.544   117.740   989.720    16.359    21.607
 84    27.066   117.634   990.471    14.556     9.816
 90    28.144   117.678   990.200    15.793    19.971
 96    28.448   118.380   992.410    15.408    12.748
102    29.024   119.292   991.810  -999.000    18.242
108    29.270   119.404   991.890    16.083     4.908
114    30.148   121.257   991.367    21.107    33.953
120    30.616   121.235   993.080    18.714     8.674
 FORECAST DATE (16070706)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    21.318   123.075   940.108    45.265  -999.000
  6    21.746   122.626   952.738    46.062    11.081
 12    22.388   121.691   956.386    46.131    19.971
 18    22.771   120.545   979.206    27.349    20.835
 24    22.629   120.023   983.081    23.608     9.291
 30    22.501   119.706   983.947    24.768     5.926
 36    22.805   119.788   983.869    21.734     5.618
 42    22.991   119.002   982.229    26.777    13.828
 48    23.217   119.070   979.559    25.105     4.167
 54    23.651   118.551   978.281    26.599    11.945
 60    24.083   118.294   975.808    29.175     9.106
 66    24.531   118.189   979.275    26.973     8.488
 72    24.971   117.874   983.543    18.358     9.723
 78    25.548   117.681   988.265    18.479    11.174
 84    26.303   118.221   989.301    21.092    16.606
 90    27.084   118.386   992.343    19.721    14.723
 96    28.085   119.684   991.266    17.036    28.243
102    29.138   119.781   987.911    16.105    19.508
108    29.870   120.204   986.822    20.474    15.186
114    30.433   120.830   990.205    15.853    14.476
120    30.929   121.463   990.042    14.607    13.643
 FORECAST DATE (16070712)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    21.590   122.572   938.592    47.368  -999.000
  6    22.010   121.961   947.058    47.671    13.087
 12    22.566   121.314   963.650    41.733    15.125
 18    23.019   120.253   983.420    26.028    19.971
 24    22.574   120.051   986.497    22.202     8.920
 30    22.739   120.043   988.267  -999.000     3.056
 36    23.447   119.835   990.032    21.278    13.581
 42    23.842   119.284   987.620    20.843    11.884
 48    24.554   119.090   987.414    18.609    13.581
 54    25.030   118.764   985.024    20.275    10.371
 60    25.099   118.441   988.932    18.331     5.556
 66    25.294   119.184   989.487    17.008    12.964
 72    26.594   119.811   991.552    18.862    26.237
 78    27.810   120.485   991.168    18.776    25.095
 84    29.982   121.517   991.762    19.369    43.584
 90    31.683   121.805   989.817    17.322    31.824
 96    33.449   122.379   991.587    16.589    33.922
102    34.780   122.362   991.006    16.215    24.662
108    35.603   123.697   993.632    15.451    25.311
114  -999.000  -999.000  -999.000  -999.000  -999.000
120  -999.000  -999.000  -999.000  -999.000  -999.000
 FORECAST DATE (16070718)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    22.013   121.859   948.368    43.629  -999.000
  6    22.441   121.007   967.802    38.370    16.606
 12    22.883   120.400   985.775    23.652    13.211
 18    22.449   119.959   988.350    22.572    11.019
 24    22.519   119.829   988.920    19.302     2.562
 30    23.703   119.613   990.142    19.322    22.255
 36    23.324   119.117   988.151    21.956    10.958
 42    24.326   119.094   988.379    17.071    18.551
 48    24.943   118.607   987.831    17.348    14.044
 54    24.569   117.595   990.822    16.790    18.366
 60    24.504   118.261   988.700    18.344    11.266
 66    25.028   118.700   992.605    19.454    12.192
 72    26.510   118.158   992.267    19.214    28.891
 78    28.962   119.035   994.994    16.328    47.627
 84    29.034   119.831   992.200    15.076    12.964
 90    30.339   120.393   992.338    15.657    25.805
 96    31.854   120.875   988.671    20.805    29.076
102    33.210   122.739   989.530    20.314    38.460
108    34.570   125.015   988.368    19.706    43.090
114    35.666   126.221  -999.000    16.948    27.317
120  -999.000  -999.000  -999.000  -999.000  -999.000
 FORECAST DATE (16070800)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    22.501   120.610   975.941    25.710  -999.000
  6    23.611   120.290   985.864    22.921    21.267
 12    23.200   119.986   989.940    21.219     9.198
 18    22.991   119.987   989.070    20.939     3.889
 24    23.838   119.141   990.160    18.915    21.298
 30    23.991   119.069   988.973    16.808     2.840
 36    24.252   118.123   989.985    14.459    16.699
 42    24.224   118.030   988.822    18.471     0.525
 48    24.462   118.267   990.616    16.373     5.957
 54    24.922   118.244   990.861    16.289     8.519
 60    25.759   117.734   992.101    18.482    17.717
 66    26.623   118.045   991.169    18.137    16.822
 72    27.574   118.650   993.582    18.585    20.249
 78    29.303   119.994   990.375    16.557    38.769
 84    30.597   120.378   988.210    19.360    24.724
 90    32.129   121.445   987.941    21.564    33.027
 96    33.834   123.151   990.438    20.738    41.207
102  -999.000  -999.000  -999.000  -999.000  -999.000
108  -999.000  -999.000  -999.000  -999.000  -999.000
114  -999.000  -999.000  -999.000  -999.000  -999.000
120  -999.000  -999.000  -999.000  -999.000  -999.000
 FORECAST DATE (16070806)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    23.128   120.177   987.618    20.751  -999.000
  6    23.219   119.895   991.517    19.953     5.093
 12    23.446   119.558   991.631  -999.000     7.099
 18    23.946   119.229   991.959    15.423    10.834
 24    24.020   119.218   991.908    14.698     1.358
 30    24.857   119.010   993.263    14.451    15.896
 36    24.292   117.833   994.248    14.731    22.409
 42    24.686   118.473   995.968    14.215    13.026
 48    24.475   117.664   993.988    13.373    14.168
 54    24.404   117.689   995.817    13.176     1.296
 60    23.510   117.091   994.778    16.193    19.415
 66    24.664   116.431   997.586    17.360    24.107
 72  -999.000  -999.000  -999.000  -999.000  -999.000
 78  -999.000  -999.000  -999.000  -999.000  -999.000
 84  -999.000  -999.000  -999.000  -999.000  -999.000
 90  -999.000  -999.000  -999.000  -999.000  -999.000
 96  -999.000  -999.000  -999.000  -999.000  -999.000
102  -999.000  -999.000  -999.000  -999.000  -999.000
108  -999.000  -999.000  -999.000  -999.000  -999.000
114  -999.000  -999.000  -999.000  -999.000  -999.000
120  -999.000  -999.000  -999.000  -999.000  -999.000
 FORECAST DATE (16070812)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    23.000   119.839   988.866    19.501  -999.000
  6    23.644   119.581   990.180    17.962    12.717
 12    24.150   119.466   991.448    16.756     9.569
 18    24.423   119.055   990.689    17.532     8.581
 24    24.670   118.992   992.306    16.026     4.599
 30    25.065   118.397   994.189    13.772    12.408
 36    24.398   118.337   995.328    14.276    12.347
 42    24.390   117.749   993.639  -999.000     9.908
 48    24.438   117.781   994.472    13.687     0.895
 54    24.561   116.624   994.838    16.200    19.631
 60    24.511   117.684   997.089  -999.000    17.872
 66    28.799   117.180   994.892     5.949    79.852
 72    28.265   117.155   995.473     6.466     9.877
 78    28.862   117.232   995.983     4.797    11.050
 84  -999.000  -999.000  -999.000  -999.000  -999.000
 90  -999.000  -999.000  -999.000  -999.000  -999.000
 96  -999.000  -999.000  -999.000  -999.000  -999.000
102  -999.000  -999.000  -999.000  -999.000  -999.000
108  -999.000  -999.000  -999.000  -999.000  -999.000
114  -999.000  -999.000  -999.000  -999.000  -999.000
120  -999.000  -999.000  -999.000  -999.000  -999.000
 FORECAST DATE (16070818)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    23.551   119.340   988.894    16.694  -999.000
  6    24.182   119.272   989.201    20.577    11.668
